/enOut X,/enOut Y
3.511059944315398e-05,0
3.512008541710509e-05,0
3.513905736500731e-05,0
3.517700126081175e-05,0
3.525288905242063e-05,0
3.540466463563838e-05,0
3.57082158020739e-05,0
3.631531813494494e-05,0
3.7529522800687e-05,0
3.88647614003435e-05,0
4.02e-05,0
4.025e-05,0
4.031002037569595e-05,0
4.033251528177196e-05,0
4.034095087155047e-05,0
4.035782205110748e-05,0
4.037732032351708e-05,0
4.04e-05,0
4.040745547792961e-05,0
4.041835149899163e-05,0
4.042857770411988e-05,0
4.044903011437638e-05,0
4.047027799144915e-05,0
4.050618617881248e-05,0
4.055471908528986e-05,0
4.062745415084331e-05,0
4.072432981977341e-05,0
4.085759284382472e-05,0
4.105144947630925e-05,0
4.139239804588063e-05,0
4.207429518502337e-05,0
4.343808946330887e-05,0
4.616567801987987e-05,0
4.936567801987987e-05,0
5.256567801987987e-05,0
5.576567801987988e-05,0
5.788283900993995e-05,0
6.000000000000001e-05,0
6.005000000000001e-05,0
6.011002037569595e-05,0
6.020000000000001e-05,0
6.02117884344857e-05,0
6.023469479699689e-05,0
6.025691672095693e-05,0
6.030136056887701e-05,0
6.039024826471716e-05,0
6.056802365639746e-05,0
6.092357443975806e-05,0
6.163467600647927e-05,0
6.305687913992168e-05,0
6.590128540680651e-05,0
6.910128540680651e-05,0
7.23012854068065e-05,0
7.55012854068065e-05,0
7.785064270340326e-05,0
8.020000000000001e-05,0
8.025000000000001e-05,0
8.031002037569596e-05,0
8.040000000000002e-05,0
8.041185111210625e-05,0
8.043483859633282e-05,0
8.045707362347194e-05,0
8.050154367775017e-05,0
8.059048378630663e-05,0
8.07053063763072e-05,0
8.085911226146627e-05,0
8.107585872352122e-05,0
8.148300149939236e-05,0
8.229728705113463e-05,0
8.392585815461916e-05,0
8.712585815461916e-05,0
9.032585815461916e-05,0
9.352585815461915e-05,0
9.672585815461915e-05,0
9.836292907730958e-05,0
0.0001,0
0.00010005,0
0.000100110020375696,0
0.0001002,0
0.0001002117884344857,0
0.0001002346947969969,0
0.0001002569167209569,0
0.000100301360568877,0
0.0001003902482647171,0
0.0001005680236563973,0
0.0001009235744397576,0
0.0001016346760064784,0
0.00010305687913992,0
0.0001059012854068031,0
0.000109101285406803,0
0.000112301285406803,0
0.000115501285406803,0
0.0001178506427034015,0
0.0001202,0
0.00012025,0
0.000120310020375696,0
0.0001204,0
0.0001204118708526218,0
0.0001204348838567546,0
0.0001204571230080016,0
0.0001205016013104956,0
0.0001205905579154837,0
0.0001207096139279055,0
0.0001208669652444039,0
0.000121085577009105,0
0.0001214728009396862,0
0.0001222472488008487,0
0.0001237961445231736,0
0.0001268939359678235,0
0.0001300939359678235,0
0.0001332939359678235,0
0.0001364939359678235,0
0.0001382469679839117,0
0.00014,0
0.00014005,0
0.000140110020375696,0
0.0001402,0
0.0001402117884344857,0
0.0001402346947969969,0
0.000140256916720957,0
0.000140301360568877,0
0.0001403902482647171,0
0.0001405680236563973,0
0.0001409235744397577,0
0.0001416346760064785,0
0.00014305687913992,0
0.0001459012854068031,0
0.0001491012854068031,0
0.0001523012854068031,0
0.0001555012854068031,0
0.0001577506427034016,0
0.00016,0
